time,cargo x,cargo y,cargo z,cargo alpha,cargo beta,cargo gamma,phi1,phi2,phi3,phi4,current1,current2,current3,current4,r1 x,r1 y,r1 z,r2 x,r2 y,r2 z,r3 x,r3 y,r3 z,r4 x,r4 y,r4 z
18,-0.059040003,-0.119274303,0.073894829,-0.000945476,-0.000146029,-0.02397952,3.980041389,1.029782903,1.938092709,3.369247321,0.552026281,0.515088676,0.628170477,0.476784364,0.868158042,0.617520094,0.824820995,-0.849998474,-0.962326944,0.756946981,-0.916602314,-0.819324791,0.768146813,-0.783317327,2.40016675,-2.352176666
19,-0.059823263,-0.118338242,0.073731482,-0.00068093,-0.000224909,-0.024795877,4.028975047,1.089782903,1.998092709,3.409247321,0.551988188,0.5166748,0.62908916,0.476682003,0.868096054,0.617463827,0.825124323,-0.850344896,-0.964321196,0.758174777,-0.916524589,-0.819250941,0.768143594,-0.782812357,2.400508404,-2.352178335
20,-0.060578939,-0.117368847,0.073710583,-0.000707795,-0.000215609,-0.02557585,4.077425177,1.149782903,2.058092709,3.449247321,0.551880795,0.519144155,0.632195743,0.476711153,0.868033707,0.617408335,0.826072097,-0.851254165,-0.968019843,0.760796487,-0.91644758,-0.819177151,0.768140495,-0.781904161,2.401042461,-2.352179527
21,-0.061186317,-0.116572134,0.073586255,-0.00052342,-0.000259674,-0.026141956,4.125378519,1.209782903,2.118092709,3.489247321,0.551784368,0.521168538,0.632222453,0.476667851,0.867972195,0.617353082,0.826838434,-0.852081537,-0.969096124,0.761291802,-0.91637063,-0.819103062,0.768137336,-0.780788898,2.401615858,-2.352180958
22,-0.0616198,-0.115946449,0.073493131,-0.000366293,-0.000263552,-0.026524376,4.172847511,1.269782903,2.178092709,3.529247321,0.551654903,0.523055897,0.63454304,0.476646755,0.8679111,0.617298305,0.82767272,-0.852986395,-0.971973836,0.762923479,-0.916293561,-0.819029391,0.768134236,-0.779608846,2.402290344,-2.352181911
23,-0.06201734,-0.115347505,0.07344956,-0.000297381,-0.000253527,-0.026889762,4.219867086,1.329782903,2.238092709,3.569247321,0.551510587,0.524529833,0.634397663,0.476659193,0.867850482,0.617244303,0.828235209,-0.853607059,-0.972557068,0.763184071,-0.916216969,-0.818955362,0.768131137,-0.778678358,2.401812315,-2.352182865
24,-0.062334158,-0.11483705,0.073427007,-0.00022325,-0.000221303,-0.027232179,4.266491007,1.389782903,2.298092709,3.609247321,0.551361861,0.526562095,0.635321086,0.4766782,0.867790759,0.617190778,0.829278409,-0.854722381,-0.974166989,0.763822019,-0.916140139,-0.818881392,0.768128037,-0.778193593,2.401593208,-2.352183819
25,-0.062641129,-0.114336051,0.073407054,-0.00019319,-0.000209214,-0.027576644,4.312787964,1.449782903,2.358092709,3.649247321,0.551211019,0.528047378,0.63805198,0.476702588,0.86773169,0.617137969,0.829911411,-0.855459571,-0.977304101,0.765513241,-0.916063428,-0.818807065,0.768124759,-0.777905941,2.402016401,-2.352185011
26,-0.062999241,-0.113781877,0.073382437,-0.000208356,-0.000223877,-0.027937554,4.358837632,1.509782903,2.418092709,3.689247321,0.551065038,0.530003662,0.640584325,0.476729551,0.867673159,0.617085814,0.830884397,-0.856440246,-0.980213463,0.767224193,-0.915986955,-0.8187325,0.768121481,-0.77723223,2.402388811,-2.352185965
27,-0.063325368,-0.113265209,0.073363848,-0.000185564,-0.000213162,-0.028293939,4.404727139,1.569782903,2.478092709,3.729247321,0.55092146,0.531342172,0.639952116,0.476755333,0.867615581,0.617034256,0.83136791,-0.857075214,-0.980374873,0.767085671,-0.915910125,-0.818657756,0.768118322,-0.77683264,2.402004004,-2.352186918
28,-0.063564993,-0.112847522,0.073353842,-0.000120432,-0.000175993,-0.028629318,4.450547852,1.629782903,2.538092709,3.769247321,0.550776847,0.532879398,0.639781019,0.476776417,0.867558599,0.616983414,0.832128167,-0.857928157,-0.981255293,0.766738713,-0.915833056,-0.818583012,0.768115163,-0.775934577,2.402179241,-2.352187395
29,-0.063745968,-0.11250183,0.073346145,-5.69E-05,-0.000142131,-0.028946888,4.496392508,1.689782903,2.598092709,3.809247321,0.550633927,0.5338916,0.639968682,0.47679107,0.867501915,0.616933584,0.832541347,-0.858525634,-0.982332468,0.766502261,-0.915755868,-0.818508446,0.768112361,-0.77502352,2.402173996,-2.35218811
30,-0.063870743,-0.112221375,0.073335961,3.82E-06,-0.000109111,-0.029250877,4.5423529,1.749782903,2.658092709,3.849247321,0.550488846,0.536277064,0.640564686,0.476801194,0.867446005,0.616884291,0.833978653,-0.8601349,-0.983698726,0.766452074,-0.91567868,-0.818433642,0.768109441,-0.774554193,2.402834415,-2.352188349
31,-0.063906483,-0.112033367,0.073324442,7.82E-05,-6.48E-05,-0.0295456,4.588517916,1.809782903,2.718092709,3.889247321,0.550334155,0.536998411,0.64012382,0.476812038,0.867391586,0.6168347,0.834326088,-0.860674322,-0.983647645,0.76609844,-0.915602207,-0.818357885,0.768105924,-0.774034202,2.402472496,-2.352189541
32,-0.063914143,-0.111888863,0.073320732,0.000128654,-4.06E-05,-0.029827526,4.634971599,1.869782903,2.778092709,3.929247321,0.550187341,0.537673834,0.640287341,0.476814556,0.867337286,0.61678648,0.834649682,-0.861261606,-0.984293818,0.766006649,-0.915525138,-0.818282783,0.768102944,-0.773511052,2.401896238,-2.352190256
33,-0.063895717,-0.11178422,0.073317207,0.000171362,-2.09E-05,-0.030100504,4.681791987,1.920060556,2.838092709,3.969247321,0.550046127,0.538707897,0.640592605,0.476808641,0.867283762,0.616738737,0.835178733,-0.86215657,-0.985095382,0.765824318,-0.915448189,-0.818207502,0.768099904,-0.773338675,2.401429415,-2.352190971
34,-0.06386292,-0.111707143,0.073312789,0.000202053,-8.56E-06,-0.030364269,4.729049911,1.960060556,2.898092709,4.009247321,0.549911539,0.538802358,0.640873218,0.476794061,0.867230952,0.616691709,0.835196853,-0.862281144,-0.986065328,0.765308976,-0.91537106,-0.81813246,0.768096745,-0.772755206,2.402700901,-2.352191448
35,-0.063850693,-0.111626141,0.073310398,0.000206071,-1.50E-05,-0.030618401,4.776807947,2.000060556,2.958092709,4.049247321,0.549790848,0.538905338,0.641026708,0.476768065,0.867178679,0.616645396,0.835134804,-0.862501144,-0.986426473,0.765177011,-0.91529423,-0.818057239,0.768093884,-0.771965861,2.401669025,-2.352192163
36,-0.063836455,-0.111560531,0.07330966,0.000215319,-1.73E-05,-0.030864628,4.825119591,2.040060556,3.018092709,4.089247321,0.549678849,0.539141747,0.640715897,0.476733215,0.867126942,0.616599441,0.835187733,-0.862776756,-0.98632288,0.764940083,-0.915217578,-0.817982197,0.768090904,-0.770797074,2.401007652,-2.35219264
37,-0.06381043,-0.111518577,0.073310472,0.000233871,-1.14E-05,-0.031102497,4.874028327,2.080060556,3.078092709,4.129247321,0.549573412,0.539014658,0.640527204,0.476690844,0.867076099,0.616553605,0.834811032,-0.862944782,-0.986592412,0.764479339,-0.915141106,-0.817907155,0.768087804,-0.77134645,2.40080595,-2.352193356
38,-0.063790813,-0.111483283,0.073312677,0.000242401,-1.22E-05,-0.031329989,4.923566663,2.120060556,3.138092709,4.169247321,0.549477705,0.538816564,0.640445936,0.476639371,0.867025137,0.61650908,0.8345837,-0.862928033,-0.986851037,0.764136374,-0.915064275,-0.817833006,0.768085301,-0.770109832,2.400287628,-2.352193594
39,-0.063781537,-0.111449219,0.073314652,0.000243874,-1.76E-05,-0.031550888,4.973755102,2.160060556,3.198092709,4.209247321,0.549390592,0.538880784,0.64035812,0.476580106,0.866975248,0.6164639,0.834573567,-0.863067448,-0.987195611,0.76374191,-0.914988875,-0.817757905,0.768081903,-0.76837945,2.401242733,-2.352194548
40,-0.063764989,-0.111430041,0.073317133,0.00025359,-1.50E-05,-0.031762339,5.024600932,2.200060556,3.246175336,4.249247321,0.54930782,0.538587883,0.639900976,0.476515874,0.866925597,0.616419673,0.834058225,-0.86315918,-0.986867905,0.763419151,-0.914912879,-0.817683876,0.768079281,-0.769675374,2.399183512,-2.352194786
41,-0.063757986,-0.111412376,0.073320881,0.000256732,-1.81E-05,-0.031966638,5.076096875,2.240060556,3.286175336,4.289247321,0.549233535,0.53828699,0.639889685,0.476444226,0.866876364,0.616375387,0.833897829,-0.8629058,-0.987403512,0.762961686,-0.914837778,-0.817609787,0.768075943,-0.766408741,2.400892258,-2.352195501
42,-0.063748352,-0.111400537,0.073324919,0.000259742,-1.75E-05,-0.032160606,5.128219591,2.280060556,3.326175336,4.329247321,0.549161073,0.538243317,0.639237273,0.476370487,0.86682725,0.616332233,0.833649218,-0.863129377,-0.986813247,0.762567461,-0.914762259,-0.817536354,0.768073559,-0.766677439,2.400146008,-2.352195501
43,-0.063710228,-0.11142268,0.073328122,0.000279739,-7.22E-06,-0.032349013,5.180928226,2.320060556,3.366175336,4.369247321,0.549088345,0.538378518,0.638423119,0.476293734,0.866778672,0.616288602,0.833671391,-0.863307655,-0.98627162,0.761919737,-0.914687932,-0.817462862,0.768070221,-0.764321923,2.40124774,-2.352196455
44,-0.063612282,-0.111507758,0.073334791,0.000324992,2.23E-05,-0.032522857,5.234163196,2.360060556,3.406175336,4.409247321,0.549010927,0.538172183,0.636732689,0.476216178,0.866730452,0.616245687,0.833511949,-0.863427579,-0.985136092,0.760498047,-0.914613187,-0.817390203,0.768067598,-0.763871193,2.403090954,-2.352196693
45,-0.063434727,-0.111681595,0.073346488,0.00038925,6.17E-05,-0.03267746,5.287845619,2.400060556,3.446175336,4.449247321,0.548930062,0.53825746,0.63467633,0.476134436,0.866682768,0.616202652,0.833830476,-0.863709569,-0.983738661,0.75857687,-0.914539516,-0.817317307,0.768064499,-0.761628568,2.406535864,-2.352197647
46,-0.063156582,-0.111962736,0.073359631,0.000468555,0.000110756,-0.032810416,5.341877636,2.440060556,3.486175336,4.490715689,0.548840817,0.538314316,0.633096276,0.476050455,0.866635025,0.616160512,0.833922684,-0.864311516,-0.982375681,0.757096231,-0.914465606,-0.817245424,0.768062055,-0.761813879,2.410025835,-2.352197647
47,-0.062790282,-0.112335004,0.073371604,0.000550508,0.000164032,-0.032928981,5.39614418,2.480060556,3.526175336,4.537849947,0.548742188,0.538790877,0.63111876,0.475967265,0.866588175,0.616118371,0.834872127,-0.864779651,-0.980893016,0.755037904,-0.914392471,-0.817173481,0.768059075,-0.758533776,2.415153027,-2.352198362
48,-0.062302418,-0.112831742,0.073390342,0.000661261,0.000235079,-0.033028841,5.450516396,2.520060556,3.566175336,4.584830228,0.548632392,0.538043184,0.628940738,0.475886726,0.866541624,0.616076887,0.834568918,-0.864948988,-0.979186654,0.752595842,-0.914319158,-0.817102551,0.768056691,-0.760187328,2.422375917,-2.352198601
49,-0.061761975,-0.113399163,0.073417664,0.00075171,0.000289324,-0.03311114,5.504857073,2.560060556,3.606175336,4.631700085,0.548530005,0.537260345,0.627510425,0.4757982,0.866496146,0.616034925,0.834822893,-0.864749849,-0.9777807,0.750834525,-0.914247453,-0.817030787,0.768053114,-0.756034017,2.429902315,-2.352200031
50,-0.061106682,-0.114095375,0.07348799,0.000939623,0.000339142,-0.033225227,5.559027274,2.600060556,3.646175336,4.678507169,0.548446347,0.536708074,0.625505093,0.475702378,0.866450012,0.615995407,0.835076749,-0.865037262,-0.975995302,0.748351216,-0.91417402,-0.816961408,0.768051565,-0.755371213,2.439343691,-2.352199554
51,-0.060258828,-0.114982083,0.073603407,0.001248829,0.000381537,-0.033468843,5.612893784,2.640060556,3.686175336,4.725299689,0.548369051,0.536662834,0.623839409,0.475619159,0.866405487,0.615953982,0.835620999,-0.866177022,-0.974286914,0.745888114,-0.914103031,-0.816890717,0.768048167,-0.755464852,2.449695587,-2.352200985
52,-0.059164319,-0.116149724,0.07377997,0.001511836,0.000455031,-0.033824082,5.666337195,2.680060556,3.726175336,4.772123844,0.548293681,0.535345361,0.622298441,0.475559293,0.866360724,0.615914106,0.835736275,-0.866431713,-0.972320795,0.743321896,-0.91403085,-0.816821754,0.768046021,-0.753017068,2.460068941,-2.352201223
53,-0.057610583,-0.117815793,0.074048102,0.00115657,0.000207769,-0.034208413,5.719259042,2.720060556,3.766175336,4.819021585,0.548188845,0.533909675,0.620918103,0.475555688,0.866316557,0.615874052,0.836307108,-0.866824448,-0.969921052,0.740625262,-0.913959682,-0.816752493,0.768043458,-0.750867844,2.469371557,-2.352202177
54,-0.055021267,-0.120507613,0.073880643,-0.001195136,0.000103441,-0.034578241,5.771585308,2.760060556,3.806175336,4.866027046,0.54763055,0.53288595,0.620072825,0.475853165,0.866273105,0.615834355,0.837970734,-0.86850208,-0.967102587,0.737489343,-0.913888216,-0.816683352,0.768040836,-0.749985814,2.478000164,-2.352203369
55,-0.053070497,-0.123002924,0.074017063,0.000681734,0.000353584,-0.035007715,5.823281766,2.800060556,3.846175336,4.913179347,0.547991491,0.531971945,0.61918915,0.475366614,0.866231501,0.615796566,0.839784324,-0.870093763,-0.964007378,0.73446548,-0.913815081,-0.816614747,0.768039048,-0.748345137,2.485207319,-2.352204084
56,-0.051287211,-0.125125408,0.074264973,0.000826138,0.000159947,-0.035098158,5.874338159,2.840060556,3.886175336,4.960499514,0.54809985,0.529886453,0.617034939,0.475190512,0.866189182,0.615756869,0.840286016,-0.870398104,-0.960469186,0.730974674,-0.913744688,-0.816546857,0.768036425,-0.746106207,2.492076397,-2.352205753
57,-0.048481669,-0.128341094,0.07377895,0.001135705,-0.000756496,-0.035150047,5.924777762,2.880060556,3.926175336,5.008007091,0.548205745,0.528129918,0.61623799,0.474788553,0.866146207,0.615717232,0.841988146,-0.872038603,-0.956846535,0.727658212,-0.913674593,-0.816480637,0.768034518,-0.745091736,2.49778676,-2.352207184
58,-0.045874417,-0.131006911,0.074115507,-0.000961022,0.000372483,-0.035145026,5.974653829,2.920060556,3.966175336,5.055704312,0.547614913,0.526049238,0.614660327,0.475474172,0.86610359,0.615677416,0.843064368,-0.87298131,-0.952906728,0.724157035,-0.913604438,-0.816416025,0.76803273,-0.743025839,2.503036022,-2.352208614
59,-0.044136729,-0.133162647,0.07376837,0.001021668,-1.12E-05,-0.035187636,6.024046089,2.960060556,4.006175336,5.103607047,0.548000936,0.523805074,0.612110794,0.474900695,0.866060793,0.615637243,0.843618155,-0.87340194,-0.948729575,0.720555425,-0.913535058,-0.816351354,0.768030763,-0.740897477,2.507861376,-2.352210522
60,-0.040423743,-0.137349248,0.073364258,0.003902581,0.003340069,-0.035408914,6.073057355,3.000060556,4.046175336,5.151710215,0.547885409,0.519479089,0.613010879,0.475090444,0.866018593,0.615597069,0.845322371,-0.874630988,-0.944502115,0.716998041,-0.913465142,-0.816286862,0.768028915,-0.737276852,2.512354612,-2.352212667
61,-0.039508272,-0.138654187,0.072750993,0.002721844,0.003149711,-0.035335291,6.121808747,3.040060556,4.086175336,5.200013042,0.54782775,0.518803132,0.608745497,0.474883998,0.865977824,0.615557969,0.845917046,-0.875122726,-0.940155506,0.713393748,-0.913394153,-0.816222072,0.768027484,-0.734767616,2.516584158,-2.35221529
62,-0.036484435,-0.142354071,0.073794715,-0.000791482,-0.000882071,-0.034706369,6.170434151,3.080060556,4.126175336,5.248508205,0.548437628,0.516471228,0.607220805,0.474764369,0.865935981,0.615518034,0.84670788,-0.875719011,-0.935890794,0.709940135,-0.913323998,-0.816158712,0.768026054,-0.731345594,2.520564318,-2.352217674
63,-0.034653757,-0.144605651,0.073143072,0.002453182,0.002093298,-0.0343986,6.219084586,3.120060556,4.166175336,5.297186593,0.548458336,0.513791975,0.60538744,0.474653675,0.865892768,0.615476131,0.847691774,-0.876364172,-0.931536317,0.706420362,-0.913253963,-0.816095829,0.768024564,-0.727554083,2.524465322,-2.352220535
64,-0.033164132,-0.146573275,0.074516274,0.001192143,0.000996327,-0.03380423,6.267917748,3.160060556,4.206175336,5.346036827,0.548892003,0.512979888,0.602468757,0.474754805,0.865848899,0.615433216,0.848545372,-0.876868069,-0.927314043,0.703080952,-0.913184941,-0.816033781,0.768023133,-0.723567188,2.528094769,-2.352223635
65,-0.030229231,-0.150105089,0.073275164,0.00219716,0.001954016,-0.03319902,0.033917489,3.200060556,4.246175336,5.39504873,0.54894777,0.508840103,0.60217695,0.474611262,0.86580348,0.61538887,0.849230886,-0.877322793,-0.923320889,0.699976087,-0.913115084,-0.815972209,0.768022001,-0.719733596,2.531473637,-2.352226734
66,-0.029700538,-0.150970787,0.073810309,0.00128179,0.000944031,-0.032843973,0.083629545,3.240060556,4.286175336,5.444210939,0.549219142,0.508844402,0.598327775,0.474464294,0.865762532,0.615348697,0.849700749,-0.877662301,-0.919542432,0.697036982,-0.913045585,-0.815911472,0.768021524,-0.716412246,2.53491354,-2.352230072
67,-0.026571196,-0.154828206,0.073044583,0.003143545,0.003078294,-0.032255013,0.134051852,3.280060556,4.326175336,5.493511993,0.549443515,0.504063376,0.599490346,0.474541738,0.865731061,0.615317523,0.850351036,-0.878039181,-0.916100919,0.694397151,-0.912976146,-0.815851271,0.768022776,-0.712924302,2.538193941,-2.35223341
68,-0.026421731,-0.155287758,0.073368587,0.001651119,0.00149145,-0.031896226,0.185375158,3.320060556,4.366175336,5.542942734,0.54970254,0.504991915,0.595673261,0.474281406,0.865712702,0.615298331,0.851042986,-0.878505886,-0.912909269,0.691987395,-0.912907004,-0.815791249,0.768027723,-0.709495604,2.54075551,-2.352237225
69,-0.024249975,-0.158274218,0.073919766,-0.000496099,-0.000965724,-0.030559286,0.237800799,3.360060556,4.406175336,5.592494052,0.55035861,0.502930133,0.595623043,0.47414418,0.865706682,0.615291119,0.851629853,-0.878839552,-0.910261512,0.690012515,-0.912838399,-0.815732181,0.768038392,-0.706092954,2.543224573,-2.352241278
70,-0.023400508,-0.159296393,0.073911458,7.36E-05,-0.000189628,-0.030195082,0.291532573,3.400060556,4.446175336,5.642158346,0.550425752,0.502027914,0.59420053,0.474211331,0.865713,0.615294993,0.852160573,-0.879154146,-0.907834232,0.688187718,-0.91277045,-0.815673649,0.768056631,-0.703231335,2.545869589,-2.352245331
71,-0.022821199,-0.160067335,0.074067153,0.000602809,0.00033833,-0.029818581,0.346785567,3.440060556,4.486175336,5.691930092,0.550580293,0.501208241,0.593027227,0.474204869,0.865732908,0.615312278,0.852354765,-0.87929517,-0.905906916,0.686758041,-0.912702024,-0.815615535,0.768084347,-0.701172948,2.548095465,-2.352249384
72,-0.02213596,-0.16109319,0.074199066,0.00042737,0.000517763,-0.028984828,0.40378197,3.480060556,4.526175336,5.741805403,0.550771973,0.500531329,0.592413185,0.47417582,0.865766704,0.615342557,0.85276103,-0.879558027,-0.90431428,0.685593009,-0.912633777,-0.81555742,0.768123388,-0.698363841,2.549876213,-2.352253437
73,-0.021535723,-0.161991596,0.074161954,0.000507301,0.000512769,-0.028272342,0.462748243,3.520060556,4.566175336,5.791782204,0.55099769,0.499577221,0.592045376,0.474055478,0.86581409,0.61538583,0.8528198,-0.879615307,-0.903073311,0.684692621,-0.912565589,-0.815499842,0.768176198,-0.697238326,2.551013708,-2.352257729
74,-0.021096732,-0.162585303,0.074103847,0.000620211,0.000489104,-0.027845865,0.522748243,3.560060556,4.606175336,5.841860254,0.551168687,0.498802781,0.591742545,0.47396488,0.865875483,0.615441978,0.852775156,-0.879594147,-0.902185857,0.684033394,-0.912498116,-0.815442622,0.768244088,-0.696994781,2.551750898,-2.35226202
75,-0.020725256,-0.163047448,0.07405436,0.000621579,0.000413125,-0.027511632,0.582748243,3.600060556,4.646175336,5.892041283,0.551315361,0.498166786,0.59164644,0.473901522,0.865950942,0.615511656,0.852723718,-0.879552901,-0.901619017,0.68359822,-0.912430882,-0.815385938,0.76832962,-0.69694674,2.552529097,-2.352266312
76,-0.020414522,-0.16339092,0.074007221,0.000569702,0.000313946,-0.027261192,0.642748243,3.640060556,4.686175336,5.942329019,0.551443642,0.497663028,0.5919169,0.473858866,0.866041124,0.615594506,0.852672756,-0.879511297,-0.901463509,0.683486819,-0.912363887,-0.815329611,0.768428624,-0.696936727,2.552758932,-2.352270842
77,-0.020151412,-0.163642794,0.073977441,0.000490937,0.000241199,-0.027053287,0.702748243,3.680060556,4.726175336,5.992729222,0.551562007,0.497257484,0.592236866,0.473840835,0.866145849,0.615698278,0.852623522,-0.879471302,-0.901437938,0.683465838,-0.91229707,-0.815273404,0.768532455,-0.696933925,2.552799463,-2.352275133
78,-0.019926166,-0.163827136,0.073959231,0.000415582,0.000190473,-0.026868908,0.762748243,3.720060556,4.766175336,6.043249659,0.551710195,0.496923139,0.592492251,0.473835814,0.866287887,0.615841269,0.852576137,-0.879432857,-0.901419163,0.683449864,-0.912230313,-0.815217316,0.768666565,-0.696932673,2.552806139,-2.352279663
79,-0.019727174,-0.163961858,0.073949598,0.000355286,0.000159599,-0.026691606,0.822748243,3.760060556,4.806175336,6.093900085,0.551972383,0.496637708,0.59269983,0.473841038,0.86652863,0.61607331,0.85253036,-0.879395723,-0.901400805,0.683434129,-0.912163615,-0.815161288,0.768978894,-0.69693172,2.552806139,-2.352284193
80,-0.019538956,-0.164044738,0.073942944,0.000299517,0.000143724,-0.026515488,0.882748243,3.800060556,4.854083407,6.144692205,0.552451913,0.496391412,0.592864922,0.473869226,0.866947412,0.616481125,0.852486014,-0.879359663,-0.901382148,0.683417976,-0.912096798,-0.815105319,0.769731283,-0.696930707,2.552804947,-2.352288723
81,-0.019347232,-0.164070919,0.073936649,0.000242916,0.000139454,-0.02633583,0.942748243,3.840060556,4.903723918,6.195639566,0.552961391,0.496176689,0.592991913,0.473934057,0.867423236,0.616939545,0.85244292,-0.879324555,-0.901362956,0.683401227,-0.912029684,-0.815049171,0.770550787,-0.696929812,2.552803516,-2.352293015
82,-0.01915106,-0.164047897,0.07393074,0.000190871,0.000139819,-0.026151758,1.002748243,3.880060556,4.95344956,6.246757286,0.553545109,0.495988581,0.593086854,0.474030311,0.86797303,0.617480457,0.852400839,-0.879290342,-0.901343107,0.683384061,-0.91196233,-0.814992785,0.770998895,-0.696928859,2.552801847,-2.352297783
83,-0.018943248,-0.163974985,0.073924519,0.000140178,0.00014525,-0.025961032,1.062748243,3.920060556,5.003309273,0.014876438,0.554258858,0.495821951,0.593153887,0.474163947,0.86866188,0.61813277,0.852359593,-0.879256904,-0.901322901,0.683366537,-0.9118945,-0.814935923,0.771770835,-0.696928024,2.55279994,-2.352302313
84,-0.018714901,-0.163848415,0.073917545,8.82E-05,0.000156038,-0.025760729,1.122748243,3.960060556,5.053352282,0.066384822,0.555030275,0.495672471,0.593196148,0.474347139,0.869420946,0.618878424,0.8523193,-0.879224002,-0.901302397,0.683348715,-0.911827743,-0.81488049,0.772360981,-0.69692719,2.55279851,-2.352306843
85,-0.018441331,-0.163647681,0.073908538,2.09E-05,0.000180955,-0.025542328,1.182748243,4.000060556,5.103624003,0.118114672,0.556315269,0.49553396,0.593215006,0.474623487,0.870595574,0.620068192,0.852279782,-0.879191637,-0.901281655,0.683330774,-0.911768734,-0.814833105,0.773581743,-0.696926177,2.552796602,-2.352311373
86,-0.018097121,-0.163361505,0.073904313,-7.36E-05,0.000222489,-0.025286634,1.242748243,4.040060556,5.15416176,0.170083086,0.558680605,0.495395874,0.593220826,0.475029862,0.87262094,0.622130454,0.852240682,-0.879160047,-0.901260853,0.683312833,-0.911721945,-0.814797938,0.775127947,-0.696925521,2.552794695,-2.352315187
87,-0.01761587,-0.16293332,0.073933035,-0.000254466,0.000248484,-0.024901127,1.302748243,4.080060556,5.2049905,0.222306191,0.560558837,0.495260135,0.593215818,0.475661078,0.874465525,0.623978674,0.852202415,-0.879129052,-0.901239991,0.683294833,-0.911686897,-0.814775109,0.776611686,-0.696924806,2.552793026,-2.352317333
88,-0.01669633,-0.161977276,0.074195892,-0.000699531,0.000140547,-0.023953067,1.362748243,4.120060556,5.256118615,0.274801748,0.56177896,0.495212247,0.593145558,0.477027276,0.876354218,0.625865519,0.852165222,-0.87909776,-0.901219308,0.683276832,-0.911661506,-0.814763427,0.778446853,-0.696923852,2.552791357,-2.352317095
89,-0.015962079,-0.16120933,0.074119069,-0.000680326,0.000148947,-0.023122476,1.422748243,4.160060556,5.307534916,0.327574257,0.562998769,0.495050961,0.593108591,0.478042107,0.878103971,0.627491295,0.852128029,-0.879067302,-0.901198864,0.683259189,-0.911644757,-0.814760983,0.779329538,-0.696923196,2.552789688,-2.352313995
90,-0.015319994,-0.160488248,0.074044988,-0.000613048,0.000154944,-0.022393366,1.482748243,4.200060556,5.359205878,0.380623226,0.564092742,0.494932073,0.593043568,0.478960709,0.879676938,0.628968239,0.85209161,-0.87903738,-0.901178598,0.683241725,-0.911637247,-0.814768612,0.780570865,-0.696922541,2.552788019,-2.35230732
91,-0.014651383,-0.159688771,0.074040249,-0.000653724,0.000134507,-0.02160283,1.542748243,4.240060556,5.411074826,0.433941679,0.564887118,0.49487932,0.592937782,0.479982721,0.881082594,0.630282462,0.852055967,-0.879007578,-0.901158631,0.683224618,-0.911638796,-0.814786434,0.781816423,-0.696921885,2.55278635,-2.352295876
92,-0.014016841,-0.158906728,0.074026555,-0.000663167,0.000125141,-0.020862179,1.602748243,4.286361744,5.463063128,0.487511113,0.568287196,0.494839143,0.592823693,0.480976021,0.884281635,0.633478224,0.852019906,-0.878978729,-0.901139259,0.68320787,-0.911650181,-0.81481415,0.782757521,-0.696921587,2.552784681,-2.352279663
93,-0.011592463,-0.156232461,0.073847294,-0.001982472,0.002442228,-0.019253971,1.662748243,4.337013881,5.515073317,0.541341667,0.567606306,0.494416056,0.592736308,0.485062831,0.886872709,0.636009276,0.851986051,-0.878949225,-0.901119828,0.683191419,-0.911664426,-0.814847887,0.784999967,-0.696920872,2.552783251,-2.352257252
94,-0.011283443,-0.155598462,0.073605038,-0.000606664,0.000638357,-0.018939992,1.722748243,4.387822462,5.566992613,0.595341095,0.57203825,0.49460847,0.592376746,0.485155127,0.890131056,0.639491379,0.851952374,-0.87892133,-0.901101768,0.683175802,-0.911679924,-0.814884245,0.787699342,-0.696920574,2.55278182,-2.352229118
95,-0.010628841,-0.154687524,0.073863782,-0.000730785,0.000234116,-0.018106863,1.782748243,4.438800379,5.618703327,0.649467691,0.573457376,0.494792725,0.592168416,0.486259175,0.891960204,0.641264498,0.851918221,-0.878892303,-0.901085079,0.683161438,-0.9117046,-0.814931393,0.78892076,-0.696920037,2.552780628,-2.352196217
96,-0.009888748,-0.153738737,0.07392107,-0.000736219,0.000140519,-0.017197317,1.842748243,4.489960362,5.670088102,0.703656927,0.574462649,0.494837352,0.592028066,0.487467027,0.89354533,0.642874718,0.851883233,-0.878862917,-0.901069105,0.683147967,-0.911733866,-0.814988732,0.789988458,-0.696919858,2.552779436,-2.352174044
97,-0.009164904,-0.152814344,0.073900692,-0.000697802,0.000136342,-0.016343953,1.902748243,4.541314956,5.72103806,0.757833563,0.575319346,0.494848582,0.591898506,0.488648654,0.895065248,0.644354165,0.851848304,-0.878833115,-0.901053786,0.683135152,-0.911765695,-0.815056384,0.790955961,-0.69691956,2.552778244,-2.352215767
98,-0.008529019,-0.151985556,0.073843352,-0.00062085,0.000159927,-0.015647834,1.955098288,4.592875359,5.771460235,0.81191566,0.577415152,0.494849938,0.591771161,0.489697963,0.897290289,0.646696568,0.851813197,-0.878803432,-0.901039302,0.683122575,-0.911800623,-0.815132201,0.792095125,-0.696919441,2.552777052,-2.352282286
99,-0.007849098,-0.151101798,0.073814586,-0.000601313,0.000174848,-0.014905239,1.995098288,4.644650311,5.821283215,0.865823683,0.577446772,0.494875021,0.591634768,0.490821068,0.898171127,0.647524297,0.851778328,-0.878773332,-0.901025236,0.683110714,-0.911831021,-0.815205455,0.792990804,-0.696919143,2.552776098,-2.352394342
