region_key,region_order,marker,q_left,q_right,effective_phase_lag_rad,phase_rad,left_force_normalized,right_force_normalized
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.9845130209103035,0.7334309411181211,0.0648055332715851
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.997602990300261,0.7244707758375827,0.06315495482643042
left_dominant,1,s,0.35,0.85,1.6002818202429294,3.010692959690218,0.7153868523578676,0.06154641209930553
left_dominant,1,s,0.35,0.85,1.6002818202429294,3.0237829290801757,0.7061800302155362,0.05997882304543549
left_dominant,1,s,0.35,0.85,1.6002818202429294,3.036872898470133,0.6968524813584944,0.058451192319295936
left_dominant,1,s,0.35,0.85,1.6002818202429294,3.0499628678600907,0.6874053266779477,0.056962420088408676
left_dominant,1,s,0.35,0.85,1.6002818202429294,3.0630528372500483,0.6778405467583045,0.055511631439417154
left_dominant,1,s,0.35,0.85,1.6002818202429294,3.076142806640006,0.6681595300098103,0.05409771325033745
left_dominant,1,s,0.35,0.85,1.6002818202429294,3.089232776029963,0.6583640761022195,0.05271990147107728
left_dominant,1,s,0.35,0.85,1.6002818202429294,3.1023227454199205,0.6484558280542599,0.051377078843578464
left_dominant,1,s,0.35,0.85,1.6002818202429294,3.115412714809878,0.6384364154845982,0.05006856808471493
left_dominant,1,s,0.35,0.85,1.6002818202429294,3.1285026841998356,0.6283077226495526,0.04879329112654875
left_dominant,1,s,0.35,0.85,1.6002818202429294,3.141592653589793,0.6180712203792851,0.047550570813495605
left_dominant,1,s,0.35,0.85,1.6002818202429294,3.1546826229797507,0.607729020353898,0.046339441947094016
left_dominant,1,s,0.35,0.85,1.6002818202429294,3.1677725923697078,0.5972824462604974,0.045159204252510354
left_dominant,1,s,0.35,0.85,1.6002818202429294,3.1808625617596653,0.5867338229641564,0.0440089967972586
left_dominant,1,s,0.35,0.85,1.6002818202429294,3.193952531149623,0.5760843390206446,0.0428881002034134
left_dominant,1,s,0.35,0.85,1.6002818202429294,3.2070425005395804,0.5653364434765099,0.04179574977972911
left_dominant,1,s,0.35,0.85,1.6002818202429294,3.220132469929538,0.5544914251913509,0.04073121071695999
left_dominant,1,s,0.35,0.85,1.6002818202429294,3.2332224393194955,0.5435516112051951,0.039693807082731326
left_dominant,1,s,0.35,0.85,1.6002818202429294,3.2463124087094526,0.5325185019741214,0.038682791988289146
left_dominant,1,s,0.35,0.85,1.6002818202429294,3.25940237809941,0.5213942698600439,0.03769757128592427
left_dominant,1,s,0.35,0.85,1.6002818202429294,3.2724923474893677,0.5101806270872493,0.03673738906206993
left_dominant,1,s,0.35,0.85,1.6002818202429294,3.2855823168793252,0.49887960364162703,0.03580172645550534
left_dominant,1,s,0.35,0.85,1.6002818202429294,3.2986722862692828,0.48749310843572385,0.034889824743884246
left_dominant,1,s,0.35,0.85,1.6002818202429294,3.3117622556592403,0.47602304170320664,0.034001223988842436
left_dominant,1,s,0.35,0.85,1.6002818202429294,3.3248522250491974,0.46447149361103895,0.033135192081777565
